Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Type of Issuer,Use of Proceed,Principal Currency,1985,1986,1987,1990,1991,1992,1993,1994,1999,2000,2002,2003,2004,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Repay Bank Loan or Bridge Financing,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4093557
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Repay Intercompany Debt,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Repay Intercompany Debt,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1996697
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Ship finance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Ship finance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1435662
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Social Housing/Affordable Housing,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001286
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Social Housing/Affordable Housing,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2936858
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Socioeconomic Advancement And Empowerment,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Socioeconomic Advancement And Empowerment,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1440299
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Solar projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002345
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Solar projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5357654
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Development Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012557
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Development Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.868305
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Economic Growth,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Economic Growth,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1440299
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Forestry,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09e-07
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Forestry,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002493
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Management of Land Use,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008096
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Management of Land Use,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.849317
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Management of Living Natural Resources,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001198
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Management of Living Natural Resources,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2736569
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Transport,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Transport,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072015
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Water or Wastewater management,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077332
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Sustainable Water or Wastewater management,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66449
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Terrestrial Biodiversity Conservation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Terrestrial Biodiversity Conservation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0303628
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,The Belt and Road Initiative,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009689
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,The Belt and Road Initiative,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.213212
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Waste Management,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003896
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Waste Management,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8899682
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Water & Sewer,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000389
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Water & Sewer,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8885831
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Wind projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001575
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Wind projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3598732
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Working capital,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Working capital,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.210639
World,,WLD,Green Bond Issuances by Type of Issuers,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Banks,Not Applicable,Not Applicable,0.03,0.3,0.0751202,0.0,,,,,0.0481737,0.0533208,0.1476851,0.01,0.1085305,,,,,,,0.7570286,1.097335,7.825377,31.95834,27.82559,45.45303,43.45735,37.72816,92.80257,153.8838
World,,WLD,Green Bond Issuances by Type of Issuers,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",International Organization,Not Applicable,Not Applicable,,,,,,,,,,,,,,1.464115,0.3711452,0.8899977,2.540811,0.7628296,1.44476,7.17554,10.5129,7.269178,16.68759,9.661158,17.05889,19.7789,20.73603,35.59305,35.58775
World,,WLD,Green Bond Issuances by Type of Issuers,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Local and state Government,Not Applicable,Not Applicable,,,,,0.0291793,0.1435457,0.0175076,0.1097454,,,,,,,,,,,0.6093745,0.0474572,1.580308,1.372506,2.514179,2.953449,4.401853,3.105994,6.361379,10.58099,5.467345
World,,WLD,Green Bond Issuances by Type of Issuers,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Nonfinancial corporations,Not Applicable,Not Applicable,0.025,,,,,,0.1681426,,,0.0,,0.1716472,,,,,,,0.06806,2.01351,8.315138,13.14292,21.36806,35.10693,36.48579,82.83667,101.3969,201.3463,156.5737
World,,WLD,Green Bond Issuances by Type of Issuers,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Other financial corporations,Not Applicable,Not Applicable,,,,,,,,,,,,0.1230128,,,,,,,0.2948765,0.6182112,3.356182,6.326837,11.77326,26.27349,17.53551,67.61608,56.91029,125.9451,90.92062
World,,WLD,Green Bond Issuances by Type of Issuers,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Sovereign,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,0.7909473,11.69325,25.79745,26.18856,33.95009,121.8748,45.22893
World,,WLD,Green Bond Issuances by Type of Issuers,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",State owned entities,Not Applicable,Not Applicable,,,,,,,,,,,,0.1,,,0.1060704,,0.1077903,0.0155407,,1.823789,5.909182,11.65697,14.48235,25.64796,17.12316,41.18008,45.35052,64.83916,53.25744
World,,WLD,Green Bond Outstanding,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,,,,Not Applicable,Not Applicable,Not Applicable,0.055,0.355,0.4301202,0.4301202,0.4592995,0.6028452,0.7884954,0.8982408,0.4345922,0.487913,0.510044,0.4099462,0.4141347,1.5863277,2.0635433,2.953541,5.602142,6.3805123,6.4976653,18.9332053,47.3642623,94.9580423,186.2892613,321.2722593,476.1803763,723.2476863,980.0894563,1551.013276,1991.388576
World,,WLD,Sustainabilty-Linked Bonds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,8.621619368,96.68081251,71.36748264
